,oil,gpl,solid,electricity,total
2015-08-02 12:00:00,-11747.7151,-15001.00708,-6830.383065,-5279.807599,-38858.91285
2015-08-02 13:00:00,-11902.57207,-15161.60753,-7161.368392,-5535.655452,-39761.20344
2015-08-02 14:00:00,-11946.77807,-15209.27185,-7270.438612,-5619.965479,-40046.45401
2015-08-02 15:00:00,-11680.18546,-14951.5702,-6770.195567,-5233.283355,-38635.23458
2015-08-02 16:00:00,-11409.49445,-14698.14132,-6277.482635,-4852.421922,-37237.54033
2015-08-02 17:00:00,-11330.01822,-14636.99423,-6168.412415,-4768.111895,-36903.53676
2015-08-02 18:00:00,-11563.68444,-14878.52697,-6668.655459,-5154.794019,-38265.66089
2015-08-02 19:00:00,-12414.85868,-15718.85497,-8379.99493,-6477.639759,-42991.34834
2015-08-02 20:00:00,-12846.93256,-16135.89833,-9267.61055,-7163.756431,-45414.19787
2015-08-02 21:00:00,-12992.93211,-16263.02745,-9598.653457,-7419.648793,-46274.26181
2015-08-02 22:00:00,-12625.21734,-15888.65489,-8936.631622,-6907.913524,-44358.41738
2015-08-02 23:00:00,-12089.78972,-15354.03096,-7943.694841,-6140.384805,-41527.90033
2015-08-03 00:00:00,-11222.05932,-14500.79294,-6288.768214,-4861.145545,-36872.76602
2015-08-03 01:00:00,-10203.56703,-13495.81819,-4302.869057,-3326.068323,-31328.3226
2015-08-03 02:00:00,-9614.493054,-12917.06767,-3144.417219,-2430.598368,-28106.57631
2015-08-03 03:00:00,-9500.419254,-12806.3857,-2896.178544,-2238.712725,-27441.69622
2015-08-03 04:00:00,-9579.91353,-12891.33539,-3009.017024,-2325.935573,-27806.20151
2015-08-03 05:00:00,-10007.98435,-13321.60375,-3783.827433,-2924.855113,-30038.27065
2015-08-03 06:00:00,-11094.79658,-14405.84698,-5852.474524,-4523.895537,-35877.01363
2015-08-03 07:00:00,-12728.24142,-16023.76455,-8996.838315,-6954.452606,-44703.29689
2015-08-03 08:00:00,-13776.84424,-17049.86759,-10982.72467,-8489.519935,-50298.95644
2015-08-03 09:00:00,-13901.16508,-17149.81873,-11144.50986,-8614.578027,-50810.0717
2015-08-03 10:00:00,-12894.50123,-16135.16887,-9098.416811,-7032.971615,-45161.05852
2015-08-03 11:00:00,-12202.0097,-15444.99924,-7714.268817,-5963.041126,-41324.31888
2015-08-03 12:00:00,-11747.7151,-15001.00708,-6830.383065,-5279.807599,-38858.91285
2015-08-03 13:00:00,-11902.57207,-15161.60753,-7161.368392,-5535.655452,-39761.20344
2015-08-03 14:00:00,-11946.77807,-15209.27185,-7270.438612,-5619.965479,-40046.45401
2015-08-03 15:00:00,-11680.18546,-14951.5702,-6770.195567,-5233.283355,-38635.23458
2015-08-03 16:00:00,-11409.49445,-14698.14132,-6277.482635,-4852.421922,-37237.54033
2015-08-03 17:00:00,-11330.01822,-14636.99423,-6168.412415,-4768.111895,-36903.53676
2015-08-03 18:00:00,-11563.68444,-14878.52697,-6668.655459,-5154.794019,-38265.66089
2015-08-03 19:00:00,-12414.85868,-15718.85497,-8379.99493,-6477.639759,-42991.34834
2015-08-03 20:00:00,-12846.93256,-16135.89833,-9267.61055,-7163.756431,-45414.19787
2015-08-03 21:00:00,-12992.93212,-16263.02746,-9598.653457,-7419.648793,-46274.26182
2015-08-03 22:00:00,-12625.21734,-15888.6549,-8936.631622,-6907.913524,-44358.41739
2015-08-03 23:00:00,-12089.78974,-15354.03098,-7943.694841,-6140.384805,-41527.90037
2015-08-04 00:00:00,-11222.05934,-14500.79297,-6288.768214,-4861.145545,-36872.76607
2015-08-04 01:00:00,-10203.56705,-13495.81823,-4302.869057,-3326.068323,-31328.32267
2015-08-04 02:00:00,-9614.493088,-12917.06772,-3144.417219,-2430.598368,-28106.5764
2015-08-04 03:00:00,-9500.419288,-12806.38575,-2896.178544,-2238.712725,-27441.69631
2015-08-04 04:00:00,-9579.913564,-12891.33544,-3009.017024,-2325.935573,-27806.2016
2015-08-04 05:00:00,-10007.98439,-13321.6038,-3783.827433,-2924.855113,-30038.27073
2015-08-04 06:00:00,-11094.79662,-14405.84703,-5852.474524,-4523.895537,-35877.01371
2015-08-04 07:00:00,-12728.24145,-16023.7646,-8996.838315,-6954.452606,-44703.29697
2015-08-04 08:00:00,-13776.84428,-17049.86764,-10982.72467,-8489.519935,-50298.95653
2015-08-04 09:00:00,-13901.16512,-17149.81878,-11144.50986,-8614.578027,-50810.07178
2015-08-04 10:00:00,-12894.50126,-16135.16892,-9098.416811,-7032.971615,-45161.05861
2015-08-04 11:00:00,-12202.00973,-15444.99929,-7714.268817,-5963.041126,-41324.31896
2015-08-04 12:00:00,-11747.71514,-15001.00713,-6830.383065,-5279.807599,-38858.91293
2015-08-04 13:00:00,-11902.57211,-15161.60759,-7161.368392,-5535.655452,-39761.20354
2015-08-04 14:00:00,-11946.7781,-15209.2719,-7270.438612,-5619.965479,-40046.45409
2015-08-04 15:00:00,-11680.1855,-14951.57025,-6770.195567,-5233.283355,-38635.23467
2015-08-04 16:00:00,-11409.49047,-14698.1355,-6277.482635,-4852.421922,-37237.53052
2015-08-04 17:00:00,-11329.98804,-14636.95015,-6168.412415,-4768.111895,-36903.46249
2015-08-04 18:00:00,-11563.52116,-14878.28854,-6668.655459,-5154.794019,-38265.25917
2015-08-04 19:00:00,-12414.16902,-15717.84788,-8379.99493,-6477.639759,-42989.65159
2015-08-04 20:00:00,-12844.62152,-16132.52359,-9267.61055,-7163.756431,-45408.51209
2015-08-04 21:00:00,-12986.73162,-16253.97303,-9598.653457,-7419.648793,-46259.0069
2015-08-04 22:00:00,-12611.75029,-15868.98932,-8936.631622,-6907.913524,-44325.28476
2015-08-04 23:00:00,-12065.74949,-15318.92565,-7943.694841,-6140.384805,-41468.75478
2015-08-05 00:00:00,-11186.03597,-14448.18899,-6288.768214,-4861.145545,-36784.13872
2015-08-05 01:00:00,-10156.96017,-13427.75944,-4302.869057,-3326.068323,-31213.65699
2015-08-05 02:00:00,-9560.586127,-12838.34882,-3144.417219,-2430.598368,-27973.95053
2015-08-05 03:00:00,-9442.541563,-12721.86844,-2896.178544,-2238.712725,-27299.30128
2015-08-05 04:00:00,-9520.260728,-12804.22598,-3009.017024,-2325.935573,-27659.43931
2015-08-05 05:00:00,-9947.577513,-13233.39324,-3783.827433,-2924.855113,-29889.6533
2015-08-05 06:00:00,-11033.99204,-14317.05572,-5852.474524,-4523.895537,-35727.41782
2015-08-05 07:00:00,-12667.1683,-15934.58109,-8996.838315,-6954.452606,-44553.04031
2015-08-05 08:00:00,-13715.59138,-16960.42165,-10982.72467,-8489.519935,-50148.25764
2015-08-05 09:00:00,-13839.81121,-17060.2253,-11144.50986,-8614.578027,-50659.1244
2015-08-05 10:00:00,-12833.10286,-16045.51046,-9098.416811,-7032.971615,-45010.00175
2015-08-05 11:00:00,-12140.60124,-15355.3261,-7714.268817,-5963.041126,-41173.23728
2015-08-05 12:00:00,-11686.31751,-14911.3498,-6830.383065,-5279.807599,-38707.85797
2015-08-05 13:00:00,-11841.2004,-15071.98811,-7161.368392,-5535.655452,-39610.21235
2015-08-05 14:00:00,-11885.4428,-15119.70559,-7270.438612,-5619.965479,-39895.55249
2015-08-05 15:00:00,-11618.89037,-14862.0626,-6770.195567,-5233.283355,-38484.4319
2015-08-05 16:00:00,-11348.24086,-14608.69433,-6277.482635,-4852.421922,-37086.83975
2015-08-05 17:00:00,-11268.82588,-14547.63667,-6168.412415,-4768.111895,-36752.98685
2015-08-05 18:00:00,-11502.6707,-14789.43023,-6668.655459,-5154.794019,-38115.55041
2015-08-05 19:00:00,-12354.45262,-15630.64561,-8379.99493,-6477.639759,-42842.73292
2015-08-05 20:00:00,-12788.2897,-16050.26372,-9267.61055,-7163.756431,-45269.9204
2015-08-05 21:00:00,-12938.38217,-16183.36961,-9598.653457,-7419.648793,-46140.05403
2015-08-05 22:00:00,-12578.16373,-15819.94377,-8936.631622,-6907.913524,-44242.65265
2015-08-05 23:00:00,-12053.51151,-15301.05485,-7943.694841,-6140.384805,-41438.646
2015-08-06 00:00:00,-11197.90081,-14465.5149,-6288.768214,-4861.145545,-36813.32946
2015-08-06 01:00:00,-10190.05572,-13476.088,-4302.869057,-3326.068323,-31295.0811
2015-08-06 02:00:00,-9608.279304,-12907.9939,-3144.417219,-2430.598368,-28091.28879
2015-08-06 03:00:00,-9498.105058,-12803.00634,-2896.178544,-2238.712725,-27436.00267
2015-08-06 04:00:00,-9579.223257,-12890.3274,-3009.017024,-2325.935573,-27804.50325
2015-08-06 05:00:00,-10007.82096,-13321.36514,-3783.827433,-2924.855113,-30037.86865
2015-08-06 06:00:00,-11094.76636,-14405.80284,-5852.474524,-4523.895537,-35876.93926
2015-08-06 07:00:00,-12728.2374,-16023.75868,-8996.838315,-6954.452606,-44703.287
2015-08-06 08:00:00,-13776.84424,-17049.86759,-10982.72467,-8489.519935,-50298.95644
2015-08-06 09:00:00,-13901.16508,-17149.81873,-11144.50986,-8614.578027,-50810.0717
2015-08-06 10:00:00,-12894.50123,-16135.16887,-9098.416811,-7032.971615,-45161.05852
2015-08-06 11:00:00,-12202.0097,-15444.99924,-7714.268817,-5963.041126,-41324.31888
2015-08-06 12:00:00,-11747.7151,-15001.00708,-6830.383065,-5279.807599,-38858.91285
2015-08-06 13:00:00,-11902.57207,-15161.60753,-7161.368392,-5535.655452,-39761.20344
2015-08-06 14:00:00,-11946.77807,-15209.27185,-7270.438612,-5619.965479,-40046.45401
2015-08-06 15:00:00,-11680.18546,-14951.5702,-6770.195567,-5233.283355,-38635.23458
2015-08-06 16:00:00,-11409.49445,-14698.14132,-6277.482635,-4852.421922,-37237.54033
2015-08-06 17:00:00,-11330.01822,-14636.99423,-6168.412415,-4768.111895,-36903.53676
2015-08-06 18:00:00,-11563.68444,-14878.52697,-6668.655459,-5154.794019,-38265.66089
2015-08-06 19:00:00,-12414.85868,-15718.85497,-8379.99493,-6477.639759,-42991.34834
2015-08-06 20:00:00,-12846.93256,-16135.89833,-9267.61055,-7163.756431,-45414.19787
2015-08-06 21:00:00,-12992.93211,-16263.02745,-9598.653457,-7419.648793,-46274.26181
2015-08-06 22:00:00,-12625.21734,-15888.65489,-8936.631622,-6907.913524,-44358.41738
2015-08-06 23:00:00,-12089.78972,-15354.03096,-7943.694841,-6140.384805,-41527.90033
2015-08-07 00:00:00,-10492.1387,-13776.76614,-4840.714612,-3741.816755,-32851.4362
2015-08-07 01:00:00,-9746.580386,-13040.71097,-3392.654612,-2622.483019,-28802.42899
2015-08-07 02:00:00,-9576.013096,-12875.69499,-3061.671847,-2366.637146,-27880.01707
2015-08-07 03:00:00,-9393.788868,-12697.31228,-2678.031697,-2070.08772,-26839.22056
2015-08-07 04:00:00,-9557.078622,-12865.00829,-2956.36284,-2285.234494,-27663.68425
2015-08-07 05:00:00,-10011.39488,-13321.60375,-3783.827433,-2924.855113,-30041.68117
2015-08-07 06:00:00,-10970.12752,-14281.73468,-5604.249924,-4332.020775,-35188.1329
2015-08-07 07:00:00,-12387.4786,-15692.78562,-8334.880459,-6442.766791,-42857.91147
2015-08-07 08:00:00,-13840.24411,-17130.76019,-11144.50986,-8614.578027,-50730.09219
2015-08-07 09:00:00,-14506.41478,-17781.69883,-12408.27006,-9591.450136,-54287.83381
2015-08-07 10:00:00,-14073.58923,-17346.2461,-11520.57127,-8905.269171,-51845.67577
2015-08-07 11:00:00,-13462.72076,-16740.71173,-10305.69379,-7966.182844,-48475.30913
2015-08-07 12:00:00,-13123.72154,-16407.68352,-9643.735939,-7454.497033,-46629.63803
2015-08-07 13:00:00,-13420.8571,-16705.56061,-10249.27455,-7922.571422,-48298.26369
2015-08-07 14:00:00,-12908.02359,-16200.35329,-9252.601502,-7152.154609,-45513.13299
2015-08-07 15:00:00,-12817.59332,-16111.91256,-9090.880296,-7027.145976,-45047.53215
2015-08-07 16:00:00,-13002.28534,-16298.53924,-9478.278466,-7326.600308,-46105.70335
2015-08-07 17:00:00,-14078.72715,-17369.49289,-11633.40975,-8992.492019,-52074.12181
2015-08-07 18:00:00,-15181.939,-18464.84324,-13841.28799,-10699.15652,-58187.22674
2015-08-07 19:00:00,-15281.6115,-18562.33999,-14066.96495,-10873.60222,-58784.51865
2015-08-07 20:00:00,-14341.69518,-17625.36748,-12246.54886,-9466.441503,-53680.05303
2015-08-07 21:00:00,-13063.73497,-16345.75618,-9764.11093,-7547.545518,-46721.1476
2015-08-07 22:00:00,-11863.32676,-15143.95231,-7447.22645,-5756.620446,-40211.12597
2015-08-07 23:00:00,-11166.76862,-14443.82612,-6123.285146,-4733.229035,-36467.10891
2015-08-08 00:00:00,-10383.65803,-13673.33602,-4633.85438,-3581.916173,-32272.7646
2015-08-08 01:00:00,-9872.177484,-13164.83287,-3640.898403,-2814.372616,-29492.28137
2015-08-08 02:00:00,-9535.50069,-12834.32198,-2978.925835,-2302.67543,-27651.42393
2015-08-08 03:00:00,-9353.22237,-12655.93895,-2595.285045,-2006.125509,-26610.57187
2015-08-08 04:00:00,-9473.655691,-12782.26196,-2790.870177,-2157.310568,-27204.0984
2015-08-08 05:00:00,-9591.373597,-12907.87145,-2956.36284,-2285.234494,-27740.84238
2015-08-08 06:00:00,-10296.16276,-13619.76083,-4280.302222,-3308.624418,-31504.85023
2015-08-08 07:00:00,-11458.59783,-14782.57118,-6514.451572,-5035.596187,-37791.21677
2015-08-08 08:00:00,-13406.19711,-16717.02053,-10317.03055,-7974.94603,-48415.19422
2015-08-08 09:00:00,-15068.37891,-18360.89595,-13566.66432,-10486.87558,-57482.81476
2015-08-08 10:00:00,-16218.92687,-19497.67311,-15823.42529,-12231.32587,-63771.35113
2015-08-08 11:00:00,-16191.7812,-19471.36785,-15767.00605,-12187.71444,-63617.86955
2015-08-08 12:00:00,-15518.36294,-18807.32873,-14443.02636,-11164.29336,-59933.01138
2015-08-08 13:00:00,-14142.79209,-17450.27919,-11738.71171,-9073.889227,-52405.67222
2015-08-08 14:00:00,-12875.50557,-16200.35329,-9252.601502,-7152.154609,-45480.61497
2015-08-08 15:00:00,-11778.25103,-15118.94059,-7104.936352,-5492.034134,-39494.1621
2015-08-08 16:00:00,-11459.21547,-14809.09887,-6499.397738,-5023.959745,-37791.67183
2015-08-08 17:00:00,-11616.49041,-14969.86048,-6834.144922,-5282.715471,-38703.21128
2015-08-08 18:00:00,-12137.7973,-15485.95611,-7883.513742,-6093.865507,-41601.13266
2015-08-08 19:00:00,-12577.61345,-15914.43179,-8771.148558,-6779.997018,-44043.19082
2015-08-08 20:00:00,-12312.43064,-15639.42994,-8274.673769,-6396.227712,-42622.76206
2015-08-08 21:00:00,-12208.65764,-15518.29607,-8109.190702,-6268.311203,-42104.45562
2015-08-08 22:00:00,-11513.2693,-14812.96698,-6785.255796,-5244.924739,-38356.41682
2015-08-08 23:00:00,-10905.46919,-14195.58872,-5626.810357,-4349.45973,-35077.328
2015-08-09 00:00:00,-11222.05932,-14500.79294,-6288.768214,-4861.145545,-36872.76602
2015-08-09 01:00:00,-10203.56703,-13495.81819,-4302.869057,-3326.068323,-31328.3226
2015-08-09 02:00:00,-9614.493054,-12917.06767,-3144.417219,-2430.598368,-28106.57631
2015-08-09 03:00:00,-9500.419254,-12806.3857,-2896.178544,-2238.712725,-27441.69622
2015-08-09 04:00:00,-9579.91353,-12891.33539,-3009.017024,-2325.935573,-27806.20151
2015-08-09 05:00:00,-10007.98435,-13321.60375,-3783.827433,-2924.855113,-30038.27065
2015-08-09 06:00:00,-11094.79658,-14405.84698,-5852.474524,-4523.895537,-35877.01363
2015-08-09 07:00:00,-12728.24142,-16023.76455,-8996.838315,-6954.452606,-44703.29689
2015-08-09 08:00:00,-13776.84424,-17049.86759,-10982.72467,-8489.519935,-50298.95644
2015-08-09 09:00:00,-13901.16508,-17149.81873,-11144.50986,-8614.578027,-50810.0717
2015-08-09 10:00:00,-12894.50123,-16135.16887,-9098.416811,-7032.971615,-45161.05852
2015-08-09 11:00:00,-12202.0097,-15444.99924,-7714.268817,-5963.041126,-41324.31888
2015-08-09 12:00:00,-11747.7151,-15001.00708,-6830.383065,-5279.807599,-38858.91285
2015-08-09 13:00:00,-11902.57207,-15161.60753,-7161.368392,-5535.655452,-39761.20344
2015-08-09 14:00:00,-11946.77807,-15209.27185,-7270.438612,-5619.965479,-40046.45401
2015-08-09 15:00:00,-11680.18546,-14951.5702,-6770.195567,-5233.283355,-38635.23458
2015-08-09 16:00:00,-11409.49445,-14698.14132,-6277.482635,-4852.421922,-37237.54033
2015-08-09 17:00:00,-11330.01822,-14636.99423,-6168.412415,-4768.111895,-36903.53676
2015-08-09 18:00:00,-11563.68444,-14878.52697,-6668.655459,-5154.794019,-38265.66089
2015-08-09 19:00:00,-12414.85868,-15718.85497,-8379.99493,-6477.639759,-42991.34834
2015-08-09 20:00:00,-12846.93256,-16135.89833,-9267.61055,-7163.756431,-45414.19787
2015-08-09 21:00:00,-12992.93211,-16263.02745,-9598.653457,-7419.648793,-46274.26181
2015-08-09 22:00:00,-12625.21734,-15888.65489,-8936.631622,-6907.913524,-44358.41738
2015-08-09 23:00:00,-12089.78972,-15354.03096,-7943.694841,-6140.384805,-41527.90033
2015-08-10 00:00:00,-11222.05932,-14500.79294,-6288.768214,-4861.145545,-36872.76602
2015-08-10 01:00:00,-10203.56703,-13495.81819,-4302.869057,-3326.068323,-31328.3226
2015-08-10 02:00:00,-9614.493054,-12917.06767,-3144.417219,-2430.598368,-28106.57631
2015-08-10 03:00:00,-9500.419254,-12806.3857,-2896.178544,-2238.712725,-27441.69622
2015-08-10 04:00:00,-9579.91353,-12891.33539,-3009.017024,-2325.935573,-27806.20151
2015-08-10 05:00:00,-10007.98435,-13321.60375,-3783.827433,-2924.855113,-30038.27065
2015-08-10 06:00:00,-11094.79658,-14405.84698,-5852.474524,-4523.895537,-35877.01363
2015-08-10 07:00:00,-12728.24142,-16023.76455,-8996.838315,-6954.452606,-44703.29689
2015-08-10 08:00:00,-13776.84424,-17049.86759,-10982.72467,-8489.519935,-50298.95644
2015-08-10 09:00:00,-13901.16508,-17149.81873,-11144.50986,-8614.578027,-50810.0717
2015-08-10 10:00:00,-12894.50123,-16135.16887,-9098.416811,-7032.971615,-45161.05852
2015-08-10 11:00:00,-12202.0097,-15444.99924,-7714.268817,-5963.041126,-41324.31888
2015-08-10 12:00:00,-11747.7151,-15001.00708,-6830.383065,-5279.807599,-38858.91285
2015-08-10 13:00:00,-11902.57207,-15161.60753,-7161.368392,-5535.655452,-39761.20344
2015-08-10 14:00:00,-11946.77807,-15209.27185,-7270.438612,-5619.965479,-40046.45401
2015-08-10 15:00:00,-11680.18546,-14951.5702,-6770.195567,-5233.283355,-38635.23458
2015-08-10 16:00:00,-11409.49445,-14698.14132,-6277.482635,-4852.421922,-37237.54033
2015-08-10 17:00:00,-11330.01822,-14636.99423,-6168.412415,-4768.111895,-36903.53676
2015-08-10 18:00:00,-11563.68444,-14878.52697,-6668.655459,-5154.794019,-38265.66089
2015-08-10 19:00:00,-12414.85868,-15718.85497,-8379.99493,-6477.639759,-42991.34834
2015-08-10 20:00:00,-12846.93256,-16135.89833,-9267.61055,-7163.756431,-45414.19787
2015-08-10 21:00:00,-12992.93212,-16263.02746,-9598.653457,-7419.648793,-46274.26182
2015-08-10 22:00:00,-12625.21734,-15888.6549,-8936.631622,-6907.913524,-44358.41739
2015-08-10 23:00:00,-12089.78974,-15354.03098,-7943.694841,-6140.384805,-41527.90037
2015-08-11 00:00:00,-11222.05934,-14500.79297,-6288.768214,-4861.145545,-36872.76607
2015-08-11 01:00:00,-10203.56705,-13495.81823,-4302.869057,-3326.068323,-31328.32267
2015-08-11 02:00:00,-9614.493088,-12917.06772,-3144.417219,-2430.598368,-28106.5764
2015-08-11 03:00:00,-9500.419288,-12806.38575,-2896.178544,-2238.712725,-27441.69631
2015-08-11 04:00:00,-9579.913564,-12891.33544,-3009.017024,-2325.935573,-27806.2016
2015-08-11 05:00:00,-10007.98439,-13321.6038,-3783.827433,-2924.855113,-30038.27073
2015-08-11 06:00:00,-11094.79662,-14405.84703,-5852.474524,-4523.895537,-35877.01371
2015-08-11 07:00:00,-12728.24145,-16023.7646,-8996.838315,-6954.452606,-44703.29697
2015-08-11 08:00:00,-13776.84428,-17049.86764,-10982.72467,-8489.519935,-50298.95653
2015-08-11 09:00:00,-13901.16512,-17149.81878,-11144.50986,-8614.578027,-50810.07178
2015-08-11 10:00:00,-12894.50126,-16135.16892,-9098.416811,-7032.971615,-45161.05861
2015-08-11 11:00:00,-12202.00973,-15444.99929,-7714.268817,-5963.041126,-41324.31896
2015-08-11 12:00:00,-11747.71514,-15001.00713,-6830.383065,-5279.807599,-38858.91293
2015-08-11 13:00:00,-11902.57211,-15161.60759,-7161.368392,-5535.655452,-39761.20354
2015-08-11 14:00:00,-11946.7781,-15209.2719,-7270.438612,-5619.965479,-40046.45409
2015-08-11 15:00:00,-11680.1855,-14951.57025,-6770.195567,-5233.283355,-38635.23467
2015-08-11 16:00:00,-11409.49047,-14698.1355,-6277.482635,-4852.421922,-37237.53052
2015-08-11 17:00:00,-11329.98804,-14636.95015,-6168.412415,-4768.111895,-36903.46249
2015-08-11 18:00:00,-11563.52116,-14878.28854,-6668.655459,-5154.794019,-38265.25917
2015-08-11 19:00:00,-12414.16902,-15717.84788,-8379.99493,-6477.639759,-42989.65159
2015-08-11 20:00:00,-12844.62152,-16132.52359,-9267.61055,-7163.756431,-45408.51209
2015-08-11 21:00:00,-12986.73162,-16253.97303,-9598.653457,-7419.648793,-46259.0069
2015-08-11 22:00:00,-12611.75029,-15868.98932,-8936.631622,-6907.913524,-44325.28476
2015-08-11 23:00:00,-12065.74949,-15318.92565,-7943.694841,-6140.384805,-41468.75478
2015-08-12 00:00:00,-11186.03597,-14448.18899,-6288.768214,-4861.145545,-36784.13872
2015-08-12 01:00:00,-10156.96017,-13427.75944,-4302.869057,-3326.068323,-31213.65699
2015-08-12 02:00:00,-9560.586127,-12838.34882,-3144.417219,-2430.598368,-27973.95053
2015-08-12 03:00:00,-9442.541563,-12721.86844,-2896.178544,-2238.712725,-27299.30128
2015-08-12 04:00:00,-9520.260728,-12804.22598,-3009.017024,-2325.935573,-27659.43931
2015-08-12 05:00:00,-9947.577513,-13233.39324,-3783.827433,-2924.855113,-29889.6533
2015-08-12 06:00:00,-11033.99204,-14317.05572,-5852.474524,-4523.895537,-35727.41782
2015-08-12 07:00:00,-12667.1683,-15934.58109,-8996.838315,-6954.452606,-44553.04031
2015-08-12 08:00:00,-13715.59138,-16960.42165,-10982.72467,-8489.519935,-50148.25764
2015-08-12 09:00:00,-13839.81121,-17060.2253,-11144.50986,-8614.578027,-50659.1244
2015-08-12 10:00:00,-12833.10286,-16045.51046,-9098.416811,-7032.971615,-45010.00175
2015-08-12 11:00:00,-12140.60124,-15355.3261,-7714.268817,-5963.041126,-41173.23728
2015-08-12 12:00:00,-11686.31751,-14911.3498,-6830.383065,-5279.807599,-38707.85797
2015-08-12 13:00:00,-11841.2004,-15071.98811,-7161.368392,-5535.655452,-39610.21235
2015-08-12 14:00:00,-11885.4428,-15119.70559,-7270.438612,-5619.965479,-39895.55249
2015-08-12 15:00:00,-11618.89037,-14862.0626,-6770.195567,-5233.283355,-38484.4319
2015-08-12 16:00:00,-11348.24086,-14608.69433,-6277.482635,-4852.421922,-37086.83975
2015-08-12 17:00:00,-11268.82588,-14547.63667,-6168.412415,-4768.111895,-36752.98685
2015-08-12 18:00:00,-11502.6707,-14789.43023,-6668.655459,-5154.794019,-38115.55041
2015-08-12 19:00:00,-12354.45262,-15630.64561,-8379.99493,-6477.639759,-42842.73292
2015-08-12 20:00:00,-12788.2897,-16050.26372,-9267.61055,-7163.756431,-45269.9204
2015-08-12 21:00:00,-12938.38217,-16183.36961,-9598.653457,-7419.648793,-46140.05403
2015-08-12 22:00:00,-12578.16373,-15819.94377,-8936.631622,-6907.913524,-44242.65265
2015-08-12 23:00:00,-12053.51151,-15301.05485,-7943.694841,-6140.384805,-41438.646
2015-08-13 00:00:00,-11197.90081,-14465.5149,-6288.768214,-4861.145545,-36813.32946
2015-08-13 01:00:00,-10190.05572,-13476.088,-4302.869057,-3326.068323,-31295.0811
2015-08-13 02:00:00,-9608.279304,-12907.9939,-3144.417219,-2430.598368,-28091.28879
2015-08-13 03:00:00,-9498.105058,-12803.00634,-2896.178544,-2238.712725,-27436.00267
2015-08-13 04:00:00,-9579.223257,-12890.3274,-3009.017024,-2325.935573,-27804.50325
2015-08-13 05:00:00,-10007.82096,-13321.36514,-3783.827433,-2924.855113,-30037.86865
2015-08-13 06:00:00,-11094.76636,-14405.80284,-5852.474524,-4523.895537,-35876.93926
2015-08-13 07:00:00,-12728.2374,-16023.75868,-8996.838315,-6954.452606,-44703.287
2015-08-13 08:00:00,-13776.84424,-17049.86759,-10982.72467,-8489.519935,-50298.95644
2015-08-13 09:00:00,-13901.16508,-17149.81873,-11144.50986,-8614.578027,-50810.0717
2015-08-13 10:00:00,-12894.50123,-16135.16887,-9098.416811,-7032.971615,-45161.05852
2015-08-13 11:00:00,-12202.0097,-15444.99924,-7714.268817,-5963.041126,-41324.31888
2015-08-13 12:00:00,-11747.7151,-15001.00708,-6830.383065,-5279.807599,-38858.91285
2015-08-13 13:00:00,-11902.57207,-15161.60753,-7161.368392,-5535.655452,-39761.20344
2015-08-13 14:00:00,-11946.77807,-15209.27185,-7270.438612,-5619.965479,-40046.45401
2015-08-13 15:00:00,-11680.18546,-14951.5702,-6770.195567,-5233.283355,-38635.23458
2015-08-13 16:00:00,-11409.49445,-14698.14132,-6277.482635,-4852.421922,-37237.54033
2015-08-13 17:00:00,-11330.01822,-14636.99423,-6168.412415,-4768.111895,-36903.53676
2015-08-13 18:00:00,-11563.68444,-14878.52697,-6668.655459,-5154.794019,-38265.66089
2015-08-13 19:00:00,-12414.85868,-15718.85497,-8379.99493,-6477.639759,-42991.34834
2015-08-13 20:00:00,-12846.93256,-16135.89833,-9267.61055,-7163.756431,-45414.19787
2015-08-13 21:00:00,-12992.93211,-16263.02745,-9598.653457,-7419.648793,-46274.26181
2015-08-13 22:00:00,-12625.21734,-15888.65489,-8936.631622,-6907.913524,-44358.41738
2015-08-13 23:00:00,-12089.78972,-15354.03096,-7943.694841,-6140.384805,-41527.90033
2015-08-14 00:00:00,-10492.1387,-13776.76614,-4840.714612,-3741.816755,-32851.4362
2015-08-14 01:00:00,-9746.580386,-13040.71097,-3392.654612,-2622.483019,-28802.42899
2015-08-14 02:00:00,-9576.013096,-12875.69499,-3061.671847,-2366.637146,-27880.01707
2015-08-14 03:00:00,-9393.788868,-12697.31228,-2678.031697,-2070.08772,-26839.22056
2015-08-14 04:00:00,-9557.078622,-12865.00829,-2956.36284,-2285.234494,-27663.68425
2015-08-14 05:00:00,-10011.39488,-13321.60375,-3783.827433,-2924.855113,-30041.68117
2015-08-14 06:00:00,-10970.12752,-14281.73468,-5604.249924,-4332.020775,-35188.1329
2015-08-14 07:00:00,-12387.4786,-15692.78562,-8334.880459,-6442.766791,-42857.91147
2015-08-14 08:00:00,-13840.24411,-17130.76019,-11144.50986,-8614.578027,-50730.09219
2015-08-14 09:00:00,-14506.41478,-17781.69883,-12408.27006,-9591.450136,-54287.83381
2015-08-14 10:00:00,-14073.58923,-17346.2461,-11520.57127,-8905.269171,-51845.67577
2015-08-14 11:00:00,-13462.72076,-16740.71173,-10305.69379,-7966.182844,-48475.30913
2015-08-14 12:00:00,-13123.72154,-16407.68352,-9643.735939,-7454.497033,-46629.63803
2015-08-14 13:00:00,-13420.8571,-16705.56061,-10249.27455,-7922.571422,-48298.26369
2015-08-14 14:00:00,-12908.02359,-16200.35329,-9252.601502,-7152.154609,-45513.13299
